transaction_id,user_id,recipient_id,amount,timestamp,location
TXN-1045,User_2,User_9,1280.16,2025-12-18 11:15:56,Mumbai
TXN-1046,User_3,User_17,1539.36,2025-11-25 19:08:56,Kolkata
TXN-1047,User_18,User_5,3057.12,2025-11-28 11:47:56,Chennai
TXN-1048,User_16,User_19,2343.62,2025-11-30 03:54:56,Delhi
TXN-1049,User_17,User_14,236.96,2025-12-02 06:53:56,Hyderabad
TXN-1050,User_7,User_11,2324.08,2025-12-10 19:21:56,Chennai
TXN-1051,User_12,User_16,1614.92,2025-12-16 04:52:56,Bangalore
TXN-1052,User_4,User_9,1323.08,2025-12-02 20:58:56,Mumbai
TXN-1053,User_11,User_1,2611.68,2025-12-19 10:08:56,Hyderabad
TXN-1054,User_8,User_20,3031.0,2025-12-02 16:05:56,Mumbai
TXN-1055,User_3,User_2,2931.28,2025-12-03 01:36:56,Mumbai
TXN-1056,User_2,User_12,1160.78,2025-11-25 20:56:56,Hyderabad
TXN-1057,User_8,User_10,1690.79,2025-12-14 17:45:56,Pune
TXN-1058,User_18,User_5,2331.26,2025-12-18 15:16:56,Hyderabad
TXN-1059,User_16,User_8,2975.55,2025-12-14 04:09:56,Kolkata
TXN-1060,User_14,User_7,1520.83,2025-11-26 22:34:56,Mumbai
TXN-1061,User_14,User_12,1814.34,2025-12-11 22:12:56,Bangalore
TXN-1062,User_15,User_2,893.67,2025-12-22 09:17:56,Chennai
TXN-1063,User_4,User_2,803.79,2025-12-10 23:19:56,Chennai
TXN-1064,User_11,User_4,2812.53,2025-12-03 23:08:56,Pune
TXN-1065,User_7,User_19,3356.24,2025-12-13 01:33:56,Pune
TXN-1066,User_14,User_6,1927.99,2025-12-05 07:47:56,Bangalore
TXN-1067,User_8,User_3,3003.53,2025-12-12 19:34:56,Kolkata
TXN-1068,User_18,User_4,2361.64,2025-11-24 22:48:56,Chennai
TXN-1069,User_18,User_1,1354.88,2025-11-26 21:25:56,Kolkata
TXN-1070,User_8,User_6,2361.4,2025-12-11 03:27:56,Bangalore
TXN-1071,User_16,User_7,3538.04,2025-12-10 21:35:56,Mumbai
TXN-1072,User_6,User_14,1964.17,2025-11-22 17:54:56,Bangalore
TXN-1073,User_9,User_16,3564.64,2025-12-05 15:07:56,Bangalore
TXN-1074,User_18,User_16,100.0,2025-11-29 16:37:56,Pune
TXN-1075,User_10,User_7,2821.9,2025-11-25 07:25:56,Hyderabad
TXN-1076,User_18,User_2,2087.05,2025-12-06 22:05:56,Mumbai
TXN-1077,User_2,User_20,1700.99,2025-12-14 08:19:56,Hyderabad
TXN-1078,User_17,User_6,2091.76,2025-11-25 05:40:56,Hyderabad
TXN-1079,User_3,User_7,100.0,2025-11-25 18:23:56,Hyderabad
TXN-1080,User_3,User_9,1780.33,2025-12-11 00:34:56,Mumbai
TXN-1081,User_19,User_8,2357.11,2025-12-18 23:53:56,Hyderabad
TXN-1082,User_2,User_4,3477.89,2025-12-11 17:27:56,Chennai
TXN-1083,User_19,User_20,1481.73,2025-12-16 10:34:56,Delhi
TXN-1084,User_9,User_7,1191.51,2025-12-06 22:43:56,Pune
TXN-1085,User_9,User_14,1498.24,2025-11-28 14:30:56,Chennai
TXN-1086,User_10,User_16,2915.4,2025-12-07 00:53:56,Kolkata
TXN-1087,User_3,User_1,2328.75,2025-12-13 12:07:56,Hyderabad
TXN-1088,User_19,User_4,1470.24,2025-11-25 23:34:56,Hyderabad
TXN-1089,User_7,User_18,2513.27,2025-12-04 17:13:56,Pune
TXN-1090,User_12,User_3,2097.08,2025-12-03 18:22:56,Delhi
TXN-1091,User_10,User_6,2968.64,2025-12-12 14:09:56,Kolkata
TXN-1092,User_18,User_10,1297.95,2025-12-20 11:39:56,Kolkata
TXN-1093,User_17,User_1,1672.34,2025-12-17 21:19:56,Delhi
TXN-1094,User_4,User_6,1607.89,2025-12-04 16:25:56,Mumbai
TXN-1095,User_4,User_19,536.49,2025-11-29 17:20:56,Delhi
TXN-1096,User_10,User_7,2296.12,2025-12-08 06:04:56,Pune
TXN-1097,User_9,User_18,2261.06,2025-12-14 21:09:56,Delhi
TXN-1098,User_2,User_4,2005.11,2025-12-21 12:21:56,Bangalore
TXN-1099,User_9,User_2,1765.41,2025-11-22 19:25:56,Delhi
LAUNDRY-001,User_Tax_Haven_1,User_Mule_2,500000.0,2025-12-22 15:33:56,Mumbai
LAUNDRY-002,User_Mule_2,User_Shell_3,495000.0,2025-12-22 15:43:56,Delhi
LAUNDRY-003,User_Shell_3,User_Tax_Haven_1,490000.0,2025-12-22 15:53:56,Bangalore
TXN-1005,User_18,User_7,1765.86,2025-12-22 05:23:56,Chennai
FUTURE-001,User_TimeTravel,User_2,5000.0,2026-12-22 15:33:56,Pune
NEG-001,User_Hacker,User_3,-50000.0,2025-12-22 15:33:56,Mumbai
ZERO-001,User_Tester,User_4,0.0,2025-12-22 15:33:56,Delhi
BURST-0,User_Burst,User_victim,100.0,2025-12-22 15:33:56,Hyderabad
BURST-1,User_Burst,User_victim,100.0,2025-12-22 15:33:57,Hyderabad
BURST-2,User_Burst,User_victim,100.0,2025-12-22 15:33:59,Hyderabad
BURST-3,User_Burst,User_victim,100.0,2025-12-22 15:33:56,Hyderabad
BURST-4,User_Burst,User_victim,100.0,2025-12-22 15:33:56,Hyderabad
