transaction_id,user_id,amount,timestamp,location
txn_97,user_4,559.22,2024-01-08 11:49:00,Bangalore
txn_98,user_1,552.21,2024-01-18 18:26:00,Delhi
txn_99,user_30,501.02,2024-01-13 23:34:00,Bangalore
txn_100,user_45,453.08,2024-01-26 07:02:00,Bangalore
txn_101,user_10,216.93,2024-01-09 15:25:00,Delhi
txn_102,user_14,415.87,2024-01-03 15:52:00,Hyderabad
txn_103,user_48,431.46,2024-01-25 16:13:00,Mumbai
txn_104,user_48,339.54,2024-01-15 06:32:00,Mumbai
txn_105,user_4,467.74,2024-01-27 14:04:00,Bangalore
txn_106,user_33,580.81,2024-01-25 04:07:00,Pune
txn_107,user_4,877.24,2024-01-24 02:41:00,Mumbai
txn_108,user_12,534.92,2024-01-04 02:50:00,Hyderabad
txn_109,user_5,551.51,2024-01-11 16:54:00,Bangalore
txn_110,user_8,485.11,2024-01-26 22:14:00,Pune
txn_111,user_38,116.25,2024-01-28 01:22:00,Mumbai
txn_112,user_40,494.7,2024-01-04 17:32:00,Bangalore
txn_113,user_43,512.05,2024-01-27 13:31:00,Hyderabad
txn_114,user_34,992.65,2024-01-15 09:33:00,Delhi
txn_115,user_14,461.53,2024-01-15 07:10:00,Pune
txn_116,user_17,560.31,2024-01-19 00:18:00,Pune
txn_117,user_43,493.06,2024-01-30 09:03:00,Delhi
txn_118,user_30,266.26,2024-01-15 09:20:00,Mumbai
txn_119,user_1,728.56,2024-01-21 20:34:00,Hyderabad
txn_120,user_37,650.39,2024-01-05 13:12:00,Mumbai
txn_121,user_35,658.21,2024-01-10 16:49:00,Hyderabad
txn_122,user_17,318.12,2024-01-07 00:40:00,Delhi
txn_123,user_5,780.56,2024-01-12 02:49:00,Delhi
txn_124,user_19,219.63,2024-01-08 04:18:00,Bangalore
txn_125,user_35,617.37,2024-01-14 18:25:00,Hyderabad
txn_126,user_42,938.09,2024-01-25 01:44:00,Mumbai
txn_127,user_43,301.89,2024-01-26 05:46:00,Delhi
txn_128,user_43,386.74,2024-01-05 17:08:00,Pune
txn_129,user_17,519.93,2024-01-06 06:04:00,Mumbai
txn_130,user_48,399.3,2024-01-26 04:16:00,Pune
txn_131,user_18,189.87,2024-01-13 19:45:00,Hyderabad
txn_132,user_14,513.71,2024-01-16 14:31:00,Pune
txn_133,user_44,287.54,2024-01-29 20:45:00,Delhi
txn_134,user_33,594.72,2024-01-23 05:36:00,Delhi
txn_135,user_4,316.12,2024-01-05 04:48:00,Bangalore
txn_136,user_18,809.99,2024-01-03 00:09:00,Mumbai
txn_137,user_22,343.35,2024-01-06 22:53:00,Delhi
txn_138,user_11,435.59,2024-01-21 02:36:00,Hyderabad
txn_139,user_46,662.7,2024-01-20 11:08:00,Hyderabad
txn_140,user_1,253.83,2024-01-06 02:11:00,Mumbai
txn_141,user_45,545.49,2024-01-07 18:48:00,Hyderabad
txn_142,user_3,761.43,2024-01-17 19:16:00,Hyderabad
txn_143,user_36,178.5,2024-01-07 17:45:00,Bangalore
txn_144,user_9,536.93,2024-01-02 21:41:00,Delhi
txn_145,user_24,551.98,2024-01-02 19:34:00,Delhi
txn_146,user_14,656.36,2024-01-12 08:33:00,Mumbai
txn_147,user_23,252.61,2024-01-26 11:32:00,Bangalore
txn_148,user_40,235.91,2024-01-08 00:48:00,Pune
txn_149,user_11,604.39,2024-01-09 01:23:00,Bangalore
txn_150,user_2,559.4,2024-01-09 03:54:00,Delhi
txn_151,user_27,550.1,2024-01-12 07:03:00,Delhi
txn_152,user_11,569.29,2024-01-05 22:04:00,Bangalore
txn_153,user_3,364.0,2024-01-22 10:07:00,Pune
txn_154,user_13,546.45,2024-01-21 22:46:00,Delhi
txn_155,user_20,558.61,2024-01-11 08:35:00,Pune
txn_156,user_2,357.13,2024-01-09 18:56:00,Bangalore
txn_157,user_22,873.15,2024-01-13 16:18:00,Mumbai
txn_158,user_50,594.77,2024-01-13 16:52:00,Delhi
txn_159,user_42,261.74,2024-01-24 04:24:00,Bangalore
txn_160,user_44,631.31,2024-01-25 09:41:00,Delhi
txn_161,user_2,305.06,2024-01-06 05:59:00,Delhi
txn_162,user_12,657.42,2024-01-27 10:09:00,Delhi
txn_163,user_3,731.72,2024-01-05 22:24:00,Hyderabad
txn_164,user_28,335.86,2024-01-16 17:34:00,Delhi
txn_165,user_28,692.68,2024-01-28 14:08:00,Hyderabad
txn_166,user_8,582.56,2024-01-18 12:44:00,Hyderabad
txn_167,user_13,664.41,2024-01-12 14:13:00,Mumbai
txn_168,user_46,879.36,2024-01-20 20:17:00,Mumbai
txn_169,user_34,450.92,2024-01-25 12:07:00,Pune
txn_170,user_24,349.25,2024-01-20 15:05:00,Mumbai
txn_171,user_43,322.1,2024-01-16 00:39:00,Hyderabad
txn_172,user_21,336.84,2024-01-06 16:07:00,Delhi
txn_173,user_33,484.58,2024-01-15 01:49:00,Bangalore
txn_174,user_21,568.23,2024-01-19 07:31:00,Delhi
txn_175,user_36,555.34,2024-01-06 19:01:00,Pune
txn_176,user_27,665.44,2024-01-18 06:07:00,Pune
txn_177,user_40,502.6,2024-01-26 21:36:00,Delhi
txn_178,user_26,790.71,2024-01-25 22:29:00,Mumbai
txn_179,user_20,447.07,2024-01-14 01:23:00,Pune
txn_180,user_28,1044.03,2024-01-27 09:29:00,Hyderabad
txn_181,user_42,625.13,2024-01-15 15:58:00,Bangalore
txn_182,user_29,328.57,2024-01-21 02:57:00,Pune
txn_183,user_33,285.82,2024-01-22 12:50:00,Pune
txn_184,user_43,596.49,2024-01-04 20:37:00,Delhi
txn_185,user_33,455.31,2024-01-29 19:20:00,Hyderabad
txn_186,user_22,642.8,2024-01-05 06:00:00,Pune
txn_187,user_44,594.65,2024-01-15 03:03:00,Pune
txn_188,user_13,485.43,2024-01-07 16:56:00,Mumbai
txn_189,user_3,330.64,2024-01-12 03:26:00,Bangalore
txn_190,user_40,197.03,2024-01-04 07:32:00,Bangalore
txn_191,user_27,410.7,2024-01-29 15:52:00,Hyderabad
txn_192,user_13,671.28,2024-01-18 11:24:00,Bangalore
txn_193,user_26,542.82,2024-01-12 02:29:00,Pune
txn_194,user_42,250.85,2024-01-01 06:03:00,Mumbai
txn_195,user_50,534.64,2024-01-20 08:22:00,Pune
txn_196,user_12,577.06,2024-01-24 13:44:00,Bangalore
txn_197,user_4,323.23,2024-01-26 08:50:00,Pune
txn_198,user_8,530.75,2024-01-21 18:34:00,Pune
txn_199,user_30,511.64,2024-01-25 04:08:00,Hyderabad
txn_200,user_39,271.41,2024-01-15 10:34:00,Bangalore
txn_201,user_40,571.56,2024-01-23 23:21:00,Bangalore
txn_202,user_36,612.16,2024-01-21 07:03:00,Pune
txn_203,user_48,716.61,2024-01-22 14:28:00,Bangalore
txn_204,user_17,710.76,2024-01-12 06:03:00,Delhi
txn_205,user_50,224.47,2024-01-24 17:23:00,Bangalore
txn_206,user_41,312.43,2024-01-11 21:19:00,Delhi
txn_207,user_29,603.01,2024-01-04 12:37:00,Delhi
txn_208,user_16,602.76,2024-01-13 08:47:00,Delhi
txn_209,user_21,603.01,2024-01-25 13:59:00,Mumbai
txn_210,user_9,1270.55,2024-01-07 20:44:00,Pune
txn_211,user_25,614.18,2024-01-07 22:54:00,Pune
txn_212,user_5,727.11,2024-01-19 21:08:00,Bangalore
txn_213,user_22,690.8,2024-01-25 16:40:00,Bangalore
txn_214,user_27,630.28,2024-01-03 20:00:00,Pune
txn_215,user_27,436.95,2024-01-18 17:24:00,Hyderabad
txn_216,user_45,651.79,2024-01-01 21:20:00,Hyderabad
txn_217,user_25,345.43,2024-01-22 16:59:00,Mumbai
txn_218,user_23,452.64,2024-01-14 14:09:00,Bangalore
txn_219,user_27,402.93,2024-01-25 11:52:00,Hyderabad
txn_220,user_39,516.37,2024-01-11 00:53:00,Bangalore
txn_221,user_15,962.93,2024-01-13 10:07:00,Bangalore
txn_222,user_32,126.55,2024-01-02 07:42:00,Bangalore
txn_223,user_22,637.25,2024-01-19 09:37:00,Pune
txn_224,user_30,177.46,2024-01-06 19:24:00,Hyderabad
txn_225,user_35,405.61,2024-01-02 05:27:00,Bangalore
txn_226,user_38,717.79,2024-01-26 16:27:00,Mumbai
txn_227,user_6,512.86,2024-01-30 06:03:00,Bangalore
txn_228,user_9,284.45,2024-01-22 00:17:00,Pune
txn_229,user_4,356.94,2024-01-12 20:09:00,Bangalore
txn_230,user_21,635.92,2024-01-10 15:11:00,Bangalore
txn_231,user_21,353.93,2024-01-16 08:38:00,Bangalore
txn_232,user_18,543.29,2024-01-20 04:27:00,Delhi
txn_233,user_6,509.11,2024-01-22 09:42:00,Mumbai
txn_234,user_48,369.68,2024-01-25 13:11:00,Mumbai
txn_235,user_23,928.79,2024-01-11 04:54:00,Mumbai
txn_236,user_50,626.78,2024-01-30 15:53:00,Mumbai
txn_237,user_49,94.97,2024-01-02 09:53:00,Pune
txn_238,user_13,537.29,2024-01-01 22:15:00,Hyderabad
txn_239,user_10,367.64,2024-01-11 20:33:00,Pune
txn_240,user_31,670.49,2024-01-06 04:56:00,Hyderabad
txn_241,user_14,341.5,2024-01-22 03:56:00,Delhi
txn_242,user_50,477.05,2024-01-17 18:55:00,Pune
txn_243,user_39,601.0,2024-01-28 15:16:00,Mumbai
txn_244,user_50,673.15,2024-01-08 10:52:00,Delhi
txn_245,user_7,259.94,2024-01-27 08:04:00,Mumbai
txn_246,user_20,433.1,2024-01-27 04:55:00,Bangalore
txn_247,user_26,405.01,2024-01-10 00:37:00,Mumbai
txn_248,user_38,369.33,2024-01-29 13:06:00,Pune
txn_249,user_7,853.09,2024-01-14 17:24:00,Hyderabad
txn_250,user_8,581.0,2024-01-26 18:08:00,Mumbai
txn_251,user_23,247.82,2024-01-25 05:53:00,Bangalore
txn_252,user_43,683.57,2024-01-17 20:45:00,Mumbai
txn_253,user_33,924.43,2024-01-30 11:17:00,Delhi
txn_254,user_1,706.49,2024-01-20 02:48:00,Bangalore
txn_255,user_7,196.13,2024-01-20 17:31:00,Delhi
txn_256,user_41,403.15,2024-01-21 22:09:00,Pune
txn_257,user_28,753.38,2024-01-09 00:23:00,Hyderabad
txn_258,user_42,358.47,2024-01-13 07:00:00,Hyderabad
txn_259,user_35,588.76,2024-01-23 00:06:00,Bangalore
txn_260,user_28,654.93,2024-01-27 23:08:00,Delhi
txn_261,user_21,314.61,2024-01-12 04:08:00,Mumbai
txn_262,user_18,488.09,2024-01-21 12:23:00,Pune
txn_263,user_49,158.25,2024-01-22 03:35:00,Hyderabad
txn_264,user_40,295.12,2024-01-18 05:57:00,Delhi
txn_265,user_2,449.49,2024-01-23 11:54:00,Delhi
txn_266,user_12,250.44,2024-01-23 04:32:00,Pune
txn_267,user_23,826.48,2024-01-12 18:11:00,Delhi
txn_268,user_18,213.97,2024-01-28 03:09:00,Delhi
txn_269,user_36,411.99,2024-01-01 11:05:00,Hyderabad
txn_270,user_13,526.15,2024-01-04 21:30:00,Pune
txn_271,user_47,788.25,2024-01-19 11:55:00,Bangalore
txn_272,user_36,212.83,2024-01-11 22:29:00,Bangalore
txn_273,user_42,732.63,2024-01-23 08:06:00,Bangalore
txn_274,user_2,502.05,2024-01-05 05:38:00,Delhi
txn_275,user_15,303.7,2024-01-19 09:42:00,Pune
txn_276,user_20,592.42,2024-01-27 11:12:00,Delhi
txn_277,user_31,539.81,2024-01-26 04:32:00,Hyderabad
txn_278,user_23,379.96,2024-01-20 08:45:00,Hyderabad
txn_279,user_22,513.96,2024-01-17 00:16:00,Bangalore
txn_280,user_18,422.94,2024-01-14 22:54:00,Delhi
txn_281,user_15,522.7,2024-01-06 11:47:00,Pune
txn_282,user_21,632.43,2024-01-06 10:35:00,Hyderabad
txn_283,user_49,817.2,2024-01-09 10:13:00,Pune
txn_284,user_14,252.44,2024-01-23 00:52:00,Delhi
txn_285,user_47,926.61,2024-01-27 19:59:00,Hyderabad
txn_286,user_39,109.58,2024-01-13 21:06:00,Mumbai
txn_287,user_13,469.64,2024-01-14 11:34:00,Pune
txn_288,user_24,617.66,2024-01-09 03:59:00,Delhi
txn_289,user_1,556.2,2024-01-25 07:25:00,Pune
txn_290,user_18,375.46,2024-01-03 01:42:00,Mumbai
txn_291,user_36,458.38,2024-01-14 07:05:00,Pune
txn_292,user_41,401.4,2024-01-23 08:10:00,Mumbai
txn_293,user_1,382.13,2024-01-27 03:01:00,Delhi
txn_294,user_31,669.92,2024-01-22 18:53:00,Bangalore
txn_295,user_22,571.4,2024-01-09 09:22:00,Mumbai
txn_296,user_17,361.42,2024-01-22 17:48:00,Mumbai
txn_297,user_5,679.92,2024-01-19 05:40:00,Bangalore
txn_298,user_5,561.46,2024-01-27 06:15:00,Mumbai
txn_299,user_10,662.57,2024-01-07 18:57:00,Hyderabad
txn_300,user_20,625.93,2024-01-04 21:02:00,Pune
txn_301,user_8,334.2,2024-01-26 09:33:00,Bangalore
txn_302,user_39,387.96,2024-01-28 03:07:00,Hyderabad
txn_303,user_15,649.46,2024-01-24 18:47:00,Bangalore
txn_304,user_29,622.07,2024-01-21 03:34:00,Delhi
txn_305,user_38,495.82,2024-01-20 12:23:00,Delhi
txn_306,user_37,523.47,2024-01-29 06:19:00,Mumbai
txn_307,user_40,755.53,2024-01-05 12:23:00,Pune
txn_308,user_41,381.69,2024-01-10 14:29:00,Delhi
txn_309,user_43,609.42,2024-01-04 16:40:00,Pune
txn_310,user_16,459.56,2024-01-08 21:51:00,Hyderabad
txn_311,user_5,456.46,2024-01-08 02:58:00,Mumbai
txn_312,user_27,719.76,2024-01-21 12:04:00,Hyderabad
txn_313,user_31,665.08,2024-01-14 06:07:00,Mumbai
txn_314,user_15,662.7,2024-01-14 02:41:00,Delhi
txn_315,user_45,761.1,2024-01-21 15:55:00,Mumbai
txn_316,user_44,504.2,2024-01-11 14:57:00,Delhi
txn_317,user_41,636.39,2024-01-27 20:12:00,Pune
txn_318,user_28,437.95,2024-01-06 05:21:00,Hyderabad
txn_319,user_15,564.83,2024-01-30 11:23:00,Pune
txn_320,user_18,473.97,2024-01-07 11:21:00,Mumbai
txn_321,user_4,519.4,2024-01-08 13:13:00,Delhi
txn_322,user_39,619.03,2024-01-26 21:43:00,Delhi
txn_323,user_29,336.36,2024-01-06 15:49:00,Bangalore
txn_324,user_45,918.48,2024-01-14 20:08:00,Bangalore
txn_325,user_18,298.8,2024-01-23 18:38:00,Hyderabad
txn_326,user_32,257.16,2024-01-20 22:08:00,Mumbai
txn_327,user_39,731.62,2024-01-02 19:32:00,Bangalore
txn_328,user_48,658.33,2024-01-15 16:03:00,Hyderabad
txn_329,user_17,624.82,2024-01-02 04:15:00,Mumbai
txn_330,user_15,625.67,2024-01-27 04:16:00,Hyderabad
txn_331,user_2,497.55,2024-01-13 06:22:00,Hyderabad
txn_332,user_3,320.55,2024-01-08 23:21:00,Bangalore
txn_333,user_34,515.16,2024-01-30 15:37:00,Bangalore
txn_334,user_18,364.57,2024-01-09 06:14:00,Hyderabad
txn_335,user_28,695.02,2024-01-29 21:21:00,Bangalore
txn_336,user_6,470.59,2024-01-22 09:22:00,Delhi
txn_337,user_27,334.9,2024-01-16 04:03:00,Delhi
txn_338,user_43,435.72,2024-01-05 18:15:00,Pune
txn_339,user_22,582.59,2024-01-19 17:37:00,Bangalore
txn_340,user_19,387.26,2024-01-19 05:24:00,Hyderabad
txn_341,user_3,335.56,2024-01-21 16:47:00,Mumbai
txn_342,user_21,548.74,2024-01-12 11:41:00,Delhi
txn_343,user_8,548.99,2024-01-19 09:28:00,Hyderabad
txn_344,user_1,398.61,2024-01-30 22:20:00,Hyderabad
txn_345,user_30,405.79,2024-01-19 19:22:00,Mumbai
txn_346,user_13,546.41,2024-01-24 14:16:00,Delhi
txn_347,user_40,210.38,2024-01-23 16:29:00,Bangalore
txn_348,user_49,218.51,2024-01-03 08:22:00,Pune
txn_349,user_18,356.31,2024-01-25 23:53:00,Pune
txn_350,user_19,457.31,2024-01-20 22:32:00,Bangalore
txn_351,user_8,562.18,2024-01-02 07:31:00,Hyderabad
txn_352,user_16,795.07,2024-01-08 04:59:00,Delhi
txn_353,user_36,671.53,2024-01-01 14:56:00,Hyderabad
txn_354,user_27,468.01,2024-01-05 05:48:00,Pune
txn_355,user_8,496.2,2024-01-22 00:01:00,Mumbai
txn_356,user_42,299.49,2024-01-08 00:10:00,Bangalore
txn_357,user_46,496.3,2024-01-14 06:47:00,Hyderabad
txn_358,user_46,442.27,2024-01-13 10:39:00,Bangalore
txn_359,user_31,564.54,2024-01-22 11:47:00,Pune
txn_360,user_30,334.55,2024-01-26 02:07:00,Pune
txn_361,user_25,603.87,2024-01-09 16:11:00,Hyderabad
txn_362,user_33,806.55,2024-01-07 05:06:00,Mumbai
txn_363,user_18,478.25,2024-01-19 21:13:00,Delhi
txn_364,user_33,580.34,2024-01-13 03:49:00,Mumbai
txn_365,user_19,638.03,2024-01-14 14:06:00,Hyderabad
txn_366,user_38,419.76,2024-01-23 06:49:00,Pune
txn_367,user_29,544.82,2024-01-25 12:16:00,Bangalore
txn_368,user_23,502.52,2024-01-16 03:06:00,Hyderabad
txn_369,user_49,519.54,2024-01-25 17:34:00,Bangalore
txn_370,user_30,345.4,2024-01-15 15:28:00,Pune
txn_371,user_45,504.9,2024-01-11 20:50:00,Hyderabad
txn_372,user_25,599.6,2024-01-11 15:06:00,Bangalore
txn_373,user_3,790.23,2024-01-15 11:32:00,Bangalore
txn_374,user_46,691.85,2024-01-18 08:24:00,Bangalore
txn_375,user_43,930.64,2024-01-30 16:10:00,Pune
txn_376,user_32,346.53,2024-01-02 16:26:00,Pune
txn_377,user_33,674.46,2024-01-27 20:38:00,Delhi
txn_378,user_7,536.67,2024-01-21 00:55:00,Mumbai
txn_379,user_34,937.96,2024-01-21 19:05:00,Mumbai
txn_380,user_47,338.34,2024-01-07 13:27:00,Bangalore
txn_381,user_42,332.06,2024-01-08 00:36:00,Mumbai
txn_382,user_31,380.12,2024-01-13 01:28:00,Delhi
txn_383,user_40,75.22,2024-01-19 02:09:00,Mumbai
txn_384,user_22,394.85,2024-01-25 06:51:00,Bangalore
txn_385,user_21,348.17,2024-01-29 12:37:00,Bangalore
txn_386,user_35,530.08,2024-01-02 15:12:00,Hyderabad
txn_387,user_5,568.35,2024-01-11 16:25:00,Delhi
txn_388,user_15,875.23,2024-01-05 02:43:00,Bangalore
txn_389,user_7,690.08,2024-01-29 20:13:00,Mumbai
txn_390,user_29,384.62,2024-01-08 13:42:00,Delhi
txn_391,user_2,320.32,2024-01-03 02:14:00,Delhi
txn_392,user_4,598.38,2024-01-14 08:26:00,Delhi
txn_393,user_24,235.95,2024-01-20 14:25:00,Pune
txn_394,user_16,866.29,2024-01-25 04:10:00,Bangalore
txn_395,user_37,735.89,2024-01-09 04:40:00,Pune
txn_396,user_12,406.16,2024-01-04 14:15:00,Hyderabad
txn_397,user_25,157.37,2024-01-29 04:53:00,Pune
txn_398,user_32,770.77,2024-01-27 12:57:00,Pune
txn_399,user_15,477.09,2024-01-21 23:41:00,Delhi
txn_400,user_30,747.56,2024-01-12 14:53:00,Mumbai
txn_401,user_30,181.11,2024-01-14 02:10:00,Hyderabad
txn_402,user_11,380.12,2024-01-04 08:40:00,Bangalore
txn_403,user_23,501.05,2024-01-27 17:47:00,Delhi
txn_404,user_41,509.4,2024-01-20 07:27:00,Delhi
txn_405,user_30,409.99,2024-01-14 17:59:00,Pune
txn_406,user_25,624.57,2024-01-22 23:47:00,Mumbai
txn_407,user_16,286.48,2024-01-18 08:33:00,Hyderabad
txn_408,user_23,471.52,2024-01-27 03:50:00,Delhi
txn_409,user_45,524.06,2024-01-14 10:28:00,Mumbai
txn_410,user_43,602.89,2024-01-19 00:19:00,Delhi
txn_411,user_1,642.32,2024-01-26 18:08:00,Mumbai
txn_412,user_39,275.07,2024-01-23 14:33:00,Delhi
txn_413,user_50,193.18,2024-01-11 11:21:00,Hyderabad
txn_414,user_23,755.54,2024-01-10 23:12:00,Pune
txn_415,user_40,566.46,2024-01-12 09:45:00,Pune
txn_416,user_41,350.3,2024-01-05 10:07:00,Mumbai
txn_417,user_20,810.23,2024-01-21 01:29:00,Mumbai
txn_418,user_38,523.13,2024-01-17 14:31:00,Pune
txn_419,user_6,735.86,2024-01-14 10:20:00,Delhi
txn_420,user_48,513.5,2024-01-19 21:50:00,Pune
txn_421,user_13,912.15,2024-01-07 00:21:00,Hyderabad
txn_422,user_24,851.07,2024-01-25 03:49:00,Hyderabad
txn_423,user_18,450.21,2024-01-08 11:43:00,Delhi
txn_424,user_31,694.31,2024-01-14 10:22:00,Delhi
txn_425,user_8,629.08,2024-01-22 07:32:00,Mumbai
txn_426,user_10,773.73,2024-01-11 06:25:00,Bangalore
txn_427,user_36,307.02,2024-01-17 15:31:00,Mumbai
txn_428,user_26,637.21,2024-01-01 15:12:00,Delhi
txn_429,user_35,711.68,2024-01-06 14:59:00,Bangalore
txn_430,user_24,148.25,2024-01-12 22:21:00,Hyderabad
txn_431,user_25,263.35,2024-01-30 01:27:00,Delhi
txn_432,user_7,92.15,2024-01-11 15:23:00,Bangalore
txn_433,user_2,446.12,2024-01-29 04:42:00,Hyderabad
txn_434,user_21,643.51,2024-01-28 18:22:00,Pune
txn_435,user_42,800.47,2024-01-03 21:02:00,Bangalore
txn_436,user_45,514.82,2024-01-14 18:04:00,Bangalore
txn_437,user_8,825.72,2024-01-07 08:40:00,Mumbai
txn_438,user_3,223.98,2024-01-14 20:26:00,Bangalore
txn_439,user_8,159.32,2024-01-05 10:09:00,Pune
txn_440,user_35,488.89,2024-01-07 04:10:00,Bangalore
txn_441,user_30,576.81,2024-01-17 21:14:00,Hyderabad
