transaction_id,user_id,recipient_id,amount,timestamp,location
TXN-1066,User_7,User_56,2542.0,2025-12-21 10:28:53,Chennai
TXN-1067,User_8,User_57,2579.0,2025-12-21 10:13:53,Pune
TXN-1068,User_9,User_58,2616.0,2025-12-21 09:58:53,Hyderabad
TXN-1069,User_10,User_59,2653.0,2025-12-21 09:43:53,Kolkata
TXN-1070,User_11,User_60,2690.0,2025-12-21 09:28:53,Mumbai
TXN-1071,User_12,User_61,2727.0,2025-12-21 09:13:53,Delhi
TXN-1072,User_13,User_62,2764.0,2025-12-21 08:58:53,Bangalore
TXN-1073,User_14,User_63,2801.0,2025-12-21 08:43:53,Chennai
TXN-1074,User_15,User_64,2838.0,2025-12-21 08:28:53,Pune
TXN-1075,User_16,User_50,2875.0,2025-12-21 08:13:53,Hyderabad
TXN-1076,User_17,User_51,2912.0,2025-12-21 07:58:53,Kolkata
TXN-1077,User_18,User_52,2949.0,2025-12-21 07:43:53,Mumbai
TXN-1078,User_19,User_53,2986.0,2025-12-21 07:28:53,Delhi
TXN-1079,User_20,User_54,3023.0,2025-12-21 07:13:53,Bangalore
TXN-1080,User_1,User_55,3060.0,2025-12-21 06:58:53,Chennai
TXN-1081,User_2,User_56,3097.0,2025-12-21 06:43:53,Pune
TXN-1082,User_3,User_57,3134.0,2025-12-21 06:28:53,Hyderabad
TXN-1083,User_4,User_58,3171.0,2025-12-21 06:13:53,Kolkata
TXN-1084,User_5,User_59,3208.0,2025-12-21 05:58:53,Mumbai
TXN-1085,User_6,User_60,3245.0,2025-12-21 05:43:53,Delhi
TXN-1086,User_7,User_61,3282.0,2025-12-21 05:28:53,Bangalore
TXN-1087,User_8,User_62,3319.0,2025-12-21 05:13:53,Chennai
TXN-1088,User_9,User_63,3356.0,2025-12-21 04:58:53,Pune
TXN-1089,User_10,User_64,3393.0,2025-12-21 04:43:53,Hyderabad
TXN-1090,User_11,User_50,3430.0,2025-12-21 04:28:53,Kolkata
TXN-1091,User_12,User_51,3467.0,2025-12-21 04:13:53,Mumbai
TXN-1092,User_13,User_52,3504.0,2025-12-21 03:58:53,Delhi
TXN-1093,User_14,User_53,3541.0,2025-12-21 03:43:53,Bangalore
TXN-1094,User_15,User_54,3578.0,2025-12-21 03:28:53,Chennai
TXN-1095,User_16,User_55,3615.0,2025-12-21 03:13:53,Pune
TXN-1096,User_17,User_56,3652.0,2025-12-21 02:58:53,Hyderabad
TXN-1097,User_18,User_57,3689.0,2025-12-21 02:43:53,Kolkata
TXN-1098,User_19,User_58,3726.0,2025-12-21 02:28:53,Mumbai
TXN-1099,User_20,User_59,3763.0,2025-12-21 02:13:53,Delhi
TXN-1100,User_1,User_60,3800.0,2025-12-21 01:58:53,Bangalore
TXN-2001,User_20,User_50,5000.0,2025-12-22 02:58:53,Delhi
TXN-2001,User_20,User_50,5000.0,2025-12-22 02:58:53,Delhi
TXN-2002,User_21,User_51,2500.0,2035-01-01 12:00:00,Pune
TXN-2003,User_22,User_52,-5000.0,2025-12-22 02:58:53,Bangalore
TXN-2004,User_23,User_53,0.0,2025-12-22 02:58:53,Bangalore
TXN-2005,User_24,User_54,100.0,2025-12-22 02:28:53,Hyderabad
TXN-2006,User_24,User_54,100.0,2025-12-22 02:28:54,Hyderabad
TXN-2007,User_25,User_55,2000.0,2025-12-22 01:58:53,Mumbai
TXN-2008,User_25,User_55,2000.0,2025-12-22 02:03:53,London
TXN-2009,User_26,User_27,50000.0,2025-12-22 02:58:53,Chennai
TXN-2010,User_27,User_28,49000.0,2025-12-22 02:58:53,Chennai
TXN-2011,User_28,User_26,48500.0,2025-12-22 02:58:53,Chennai
